,Unnamed: 0,Company,2022_Valuation,2023_Valuation,2024_Valuation,Date Joined,Country,City,Industry,Select Investors,Overall_Growth,CAGR (%),Lat,Lng
569,569,impact.com,1.5,1.5,1.5,7/13/2021,United States,Santa Barbara,Internet software & services,"Redpoint Ventures, Providence Equity Partners, Silversmith Capital Partners",0.0,0.0,34.336029,-119.859791
570,570,SmartRecruiters,1.5,1.5,1.5,7/20/2021,United States,San Francisco,Internet software & services,"Mayfield Fund, Insight Partners, Rembrandt Venture Partners",0.0,0.0,37.6403143,-123.173825
571,571,NotCo,1.5,1.5,1.5,7/26/2021,Chile,Santiago,Consumer & retail,"Kaszek Ventures, SOSV, Tiger Global Management",0.0,0.0,-33.4785698,-70.6920527
572,572,Culture Amp,1.5,1.5,1.5,7/29/2021,Australia,Richmond,Internet software & services,"Felicis Ventures, Index Ventures, Blackbird Ventures",0.0,0.0,-21.147255,142.949847
573,573,TaxBit,1.5,1.5,1.5,8/4/2021,United States,Draper,Fintech,"Insight Partners, Coinbase Ventures, PayPal Ventures",0.0,0.0,43.919023,-100.547074
574,574,Pacaso,1.5,1.5,1.5,3/24/2021,United States,Cincinnati,Fintech,"Global Founders Capital, Shea Ventures, Greycroft",0.0,0.0,39.0520565,-84.71239
575,575,1047 Games,1.5,1.5,1.5,9/14/2021,United States,Zephyr Cove,Internet software & services,"VGames, Lakestar, Galaxy Interactive",0.0,0.0,38.9860103,-119.967238
576,576,Matillion,1.5,1.5,1.5,9/15/2021,United Kingdom,Altrincham,Data management & analytics,"Scale Venture Partners, Sapphire Ventures, Battery Ventures",0.0,0.0,53.3439662,-2.3925463
577,577,Persona,1.5,1.5,1.5,9/15/2021,United States,San Francisco,Cybersecurity,"Coatue Management, Index Ventures, Founders Fund",0.0,0.0,37.6403143,-123.173825
578,578,Ascend Money,1.5,1.5,1.5,9/27/2021,Thailand,Bangkok,Fintech,"Ant Group, Charoen Pokphand Group, Bow Wave Capital",0.0,0.0,13.2191019,100.3278772
579,579,Andela,1.5,1.5,1.5,9/29/2021,United States,New York,Internet software & services,"Spark Capital, Google Ventures, CRE Venture Capital",0.0,0.0,40.476578,-74.258843
580,580,Built,1.5,1.5,1.5,9/30/2021,United States,Nashville,Internet software & services,"Nyca Partners, Index Ventures, Technology Crossover Ventures",0.0,0.0,35.967785,-87.054766
581,581,CoinList,1.5,1.5,1.5,10/15/2021,United States,San Francisco,Fintech,"Accomplice, Polychain Capital, GoldenTree Asset Management",0.0,0.0,37.6403143,-123.173825
582,582,Lusha,1.5,1.5,1.5,11/10/2021,United States,New York,Internet software & services,"PSG, ION Crossover Partners",0.0,0.0,40.476578,-74.258843
583,583,Solugen,1.5,2.0,2.0,9/10/2021,United States,Houston,Other,"Fifty Years Fund, Refactor Capital, Temasek",0.5,15.47,29.5370705,-95.9097419
584,584,Olist,1.5,1.5,1.5,12/15/2021,Brazil,Curitiba,E-commerce & direct-to-consumer,"Redpoint e.ventures, Valor Capital Group, SoftBank Latin America Fund",0.0,0.0,-25.6435043,-49.38914
585,585,Paradox,1.5,1.5,1.5,12/27/2021,United States,Scottsdale,Internet software & services,"Brighton Park Capital, Blue Cloud Ventures, Workday Ventures",0.0,0.0,33.4476308,-111.9609326
586,586,Airbyte,1.5,1.5,1.5,12/17/2021,United States,San Francisco,Internet software & services,"Accel, Benchmark, SV Angel",0.0,0.0,37.6403143,-123.173825
587,587,StoreDot,1.5,1.5,1.5,1/4/2022,Israel,Herzliya,Other,"Samsung Ventures, SingulariTeam, BP Ventures",0.0,0.0,32.1440235,34.7876295
588,588,Spendesk,1.5,1.5,1.5,1/18/2022,France,Paris,Fintech,"Index Ventures, Eight Roads Ventures, General Atlantic",0.0,0.0,48.8155755,2.224122
589,589,Veriff,1.5,1.5,1.5,1/26/2022,Estonia,Tallinn,Artificial intelligence,"Accel, Institutional Venture Partners, Tiger Global Management",0.0,0.0,59.3518076,24.55017
590,590,ElasticRun,1.5,1.5,1.5,2/7/2022,India,Pune,"Supply chain, logistics, & delivery","Kalaari Capital, Norwest Venture Partners, Prosus Ventures",0.0,0.0,18.429497,73.7498473
591,591,Veho,1.5,1.5,1.5,12/21/2021,United States,Boulder,"Supply chain, logistics, & delivery","General Catalyst, Origin Ventures, Fontinalis Partners",0.0,0.0,39.9643513,-105.3014509
592,592,Temporal,1.5,1.5,1.5,2/16/2022,United States,Bellevue,Internet software & services,"Amplify Partners, Addition, Madrona Venture Group",0.0,0.0,47.535013,-122.2228062
593,593,Fabric,1.5,1.5,1.5,2/24/2022,United States,Bellevue,E-commerce & direct-to-consumer,"Redpoint Ventures, Norwest Venture Partners, Sierra Ventures",0.0,0.0,47.535013,-122.2228062
594,594,Fabric,1.5,1.5,1.0,2/24/2022,United States,Bellevue,E-commerce & direct-to-consumer,"Redpoint Ventures, Norwest Venture Partners, Sierra Ventures",-0.5,-18.35,47.535013,-122.2228062
595,595,Fabric,1.5,1.0,1.5,2/24/2022,United States,Bellevue,E-commerce & direct-to-consumer,"Redpoint Ventures, Norwest Venture Partners, Sierra Ventures",0.0,0.0,47.535013,-122.2228062
596,596,Fabric,1.5,1.0,1.0,2/24/2022,United States,Bellevue,E-commerce & direct-to-consumer,"Redpoint Ventures, Norwest Venture Partners, Sierra Ventures",-0.5,-18.35,47.535013,-122.2228062
597,597,Zeta,1.5,1.5,1.5,5/24/2021,United States,San Francisco,Fintech,"Sodexo Ventures, SoftBank Group",0.0,0.0,37.6403143,-123.173825
598,598,Boba,1.5,1.5,1.5,4/5/2022,United States,San Francisco,Fintech,"DeFi Technologies, Hypersphere Ventures, M13",0.0,0.0,37.6403143,-123.173825
599,599,Upside,1.5,1.5,1.5,4/26/2022,United States,DC,Mobile & telecommunications,"Bessemer Venture Partners, Builders VC, General Catalyst",0.0,0.0,,
600,600,Mashgin,1.5,1.5,1.5,5/9/2022,United States,Palo Alto,Artificial intelligence,"New Enterprise Associates, Matrix Partmers, Susa Ventures",0.0,0.0,37.2876789,-122.2026647
601,601,Dock,1.5,1.5,1.5,5/12/2022,Brazil,Sao Paulo,Fintech,"Viking Global Investors, Riverwood Capital, Lightrock",0.0,0.0,-24.0079003,-46.8262692
602,602,Prometheus,1.5,1.5,1.5,9/23/2021,United States,Santa Cruz,Other,"BMW i Ventures, Metaplanet, Maersk Growth",0.0,0.0,36.9421201,-122.1513111
603,603,5ire,1.5,1.5,1.5,7/15/2022,United Kingdom,London,Internet software & services,"Global Emerging Markets, Sram & Mram Group, Marshland Capital",0.0,0.0,51.2867601,-0.5103751
604,604,Yipin Shengxian,1.49,1.49,1.49,3/11/2019,China,Hefei,E-commerce & direct-to-consumer,"Eastern Bell Capital, Capital Today, Longzhu Capital",0.0,0.0,30.9530627,116.6813863
605,605,Bordrin Motors,1.48,1.48,1.48,6/3/2019,China,Shanghai,Auto & transportation,"China Grand Prosperity Investment, CSC Group",0.0,0.0,31.0723437,121.3091024
606,606,Arcadia,1.48,1.48,1.48,5/10/2022,United States,DC,Other,"BoxGroup, Energy Impact Partners, Camber Creek",0.0,0.0,,
607,607,Shukun Technology,1.46,1.46,1.46,8/16/2021,China,Beijing,Artificial Intelligence,"Marathon Venture Partners, Huagai Capital, China Creation Ventures",0.0,0.0,39.7457136,116.2312972
608,608,Coocaa,1.45,1.45,1.45,3/16/2018,China,Shenzhen,Hardware,"Baidu, Tencent Holdings",0.0,0.0,22.2875999,113.6793565
609,609,Juma Peisong,1.45,1.45,1.45,11/26/2018,China,Chengdu,"Supply chain, logistics, & delivery","Ding Xiang Capital, New Hope Fund, Sino-Ocean Capital",0.0,0.0,30.09155,102.989623
610,610,Ouyeel,1.45,1.45,1.45,6/27/2019,China,Shanghai,Internet software & services,Taigang Venture Capital,0.0,0.0,31.0723437,121.3091024
611,611,Gymshark,1.45,1.45,1.45,8/14/2020,United Kingdom,Solihull,E-commerce & direct-to-consumer,General Atlantic,0.0,0.0,52.3477247,-1.8720419
612,612,M1,1.45,1.45,1.45,7/14/2021,United States,Chicago,Fintech,"Left Lane Capital, Clocktower Technology Ventures, Jump Capital",0.0,0.0,41.644531,-87.9400876
613,613,Aleo,1.45,1.45,1.45,2/7/2022,United States,San Francisco,Cybersecurity,"Slow Ventures, Andreessen Horowitz, SoftBank Group",0.0,0.0,37.6403143,-123.173825
614,614,Einride,1.44,1.44,1.44,12/31/2021,Sweden,Stockholm,Auto & transportation,"Temasek,	BUILD Capital Partners, 	Northzone Ventures",0.0,0.0,59.2272559,17.7606917
615,615,Justworks,1.43,1.43,1.43,1/28/2020,United States,New York,Internet software & services,"Index Ventures, Thrive Capital, Bain Capital Ventures",0.0,0.0,40.476578,-74.258843
616,616,Valgen Medtech,1.43,1.43,1.43,5/6/2021,China,Hangzhou,Health,"Sequoia Capital China, China Life Investment Holding Company, Qiming Venture Partners",0.0,0.0,29.1888286,118.3396948
617,617,SonderMind,1.42,1.42,1.42,7/28/2021,United States,Denver,Health,"Kickstart Fund, General Catalyst, Drive Capital",0.0,0.0,39.6143008,-105.1098845
618,618,Papa,1.4,1.4,1.4,11/4/2021,United States,Miami,Health,"Initialized Capital, Canaan Partners, Sound Ventures",0.0,0.0,25.7090517,-80.31976
619,619,Figment,1.4,1.4,1.4,12/20/2021,Canada,Toronto,Internet software & services,"Bonfire Ventures, Two Sigma Ventures, FJ Labs",0.0,0.0,43.5796082,-79.6392832
620,620,Envoy,1.4,1.4,1.4,1/11/2022,United States,San Francisco,Internet software & services,"Andreessen Horowitz, Initialized Capital, TriplePoint Capital",0.0,0.0,37.6403143,-123.173825
621,621,Deliverect,1.4,1.4,1.4,1/24/2022,Belgium,Ghent,Fintech,"Newion Partners, SmartFin Capital, OMERS Ventures",0.0,0.0,50.9795422,3.5797616
622,622,SparkCognition,1.4,1.4,1.4,1/25/2022,United States,Austin,Artificial intelligence,"March Capital Partners, Temasek, Doha Venture Capital",0.0,0.0,30.0985133,-97.9367663
623,623,Firebolt,1.4,1.4,1.4,1/26/2022,Israel,Tel Aviv,Data management & analytics,"TLV Partners, Zeev Ventures, Bessemer Venture Partners",0.0,0.0,32.0293437,34.739131
624,624,Koudai,1.4,1.4,1.4,10/23/2014,China,Beijing,E-commerce & direct-to-consumer,"New Enterprise Associates, Tiger Global management, Tencent",0.0,0.0,39.7457136,116.2312972
625,625,Symphony,1.4,1.4,1.4,5/16/2017,United States,New York,Fintech,"BNP Paribas, Goldman Sachs, Google",0.0,0.0,40.476578,-74.258843
626,626,Yidian Zixun,1.4,1.4,1.4,10/17/2017,China,Beijing,Mobile & telecommunications,"Phoenix New Media, Tianjin Haihe Industry Fund",0.0,0.0,39.7457136,116.2312972
627,627,Cabify,1.4,1.4,1.4,1/22/2018,Spain,Madrid,Auto & transportation,"Seaya Ventures, Otter Rock Capital, Rakuten",0.0,0.0,40.3119774,-3.8889539
628,628,Hive Box,1.4,1.4,1.4,1/23/2018,China,Shenzhen,"Supply chain, logistics, & delivery","Eastern Bell Capital, SF Holding Co, STO Express",0.0,0.0,22.2875999,113.6793565
629,629,Away,1.4,1.4,1.4,5/15/2019,United States,New York,E-commerce & direct-to-consumer,"Global Founders Capital, Comcast Ventures, Forerunner Ventures",0.0,0.0,40.476578,-74.258843
630,630,Kong,1.4,1.4,1.4,12/31/2020,United States,San Francisco,Internet software & services,"New Enterprise Associates, CRV, Index Ventures",0.0,0.0,37.6403143,-123.173825
631,631,Epidemic Sound,1.4,1.4,1.4,3/11/2021,Sweden,Stockholm,Internet software & services,"EQT Partners, Blackstone",0.0,0.0,59.2272559,17.7606917
632,632,Yotpo,1.4,1.4,1.4,3/18/2021,United States,New York,Internet software & services,"Bessemer Venture Partners, Vintage Investment Partners, Blumberg Capital",0.0,0.0,40.476578,-74.258843
633,633,Rebel Foods,1.4,1.4,1.4,10/7/2021,India,Pune,E-commerce & direct-to-consumer,"Sequoia Capital India, Lightbox Ventures, Coatue Management",0.0,0.0,18.429497,73.7498473
634,634,Coda,1.4,1.4,1.4,7/8/2021,United States,Mountain View,Internet software & services,"Greylock Partners, General Catalyst, Khosla Ventures",0.0,0.0,37.3542156,-122.1175575
635,635,Stash,1.4,1.4,1.4,2/3/2021,United States,New York,Fintech,"Goodwater Capital, Entree Capital, Valar Ventures",0.0,0.0,40.476578,-74.258843
636,636,Rad Power Bikes,1.4,1.4,1.4,10/28/2021,United States,Seattle,Auto & transportation,"Durable Capital Partners, Cercano Management, 	T. Rowe Price",0.0,0.0,47.4810022,-122.459696
637,637,Clarify Health,1.4,1.4,1.4,4/5/2022,United States,San Francisco,Health,"KKR, Aspenwood Ventures, Spark Capital",0.0,0.0,37.6403143,-123.173825
638,638,Bucketplace,1.4,1.4,1.4,5/9/2022,South Korea,Seoul,E-commerce & direct-to-consumer,"IMM Investment, Mirae Asset Capital, BOND",0.0,0.0,37.4285424,126.7644328
639,639,Paddle,1.4,1.4,1.4,5/9/2022,United Kingdom,London,Fintech,"Notion Capital, Kindred Capital, BGF Ventures",0.0,0.0,51.2867601,-0.5103751
640,640,OneCard,1.4,1.4,1.4,7/13/2022,India,Pune,Fintech,"Sequoia Capital India, Hummingbird Ventures, Matrix Partners India",0.0,0.0,18.429497,73.7498473
641,641,Phenom People,1.4,1.4,1.4,4/7/2021,United States,Ambler,Internet software & services,"Sierra Ventures, AXA Venture Partners, Sigma Prime Ventures",0.0,0.0,40.1453618,-75.2316091
642,642,GupShup,1.4,1.4,1.4,4/8/2021,United States,San Francisco,Internet software & services,"Helion Venture Partners, Tiger Global management, CRV",0.0,0.0,37.6403143,-123.173825
643,643,Degreed,1.4,1.4,1.4,4/13/2021,United States,Pleasanton,Edtech,"Signal Peak Ventures, Owl Ventures, Jump Capital",0.0,0.0,37.6200582,-121.954974
644,644,Scalable Capital,1.4,1.4,1.4,6/8/2021,Germany,Munich,Fintech,"BlackRock, Tengelmann Ventures, Holtzbrinck Ventures",0.0,0.0,48.0616244,11.360777
645,645,VideoAmp,1.4,1.4,1.4,10/21/2021,United States,Los Angeles,Internet software & services,"Simon Equity Partners, Wavemaker Partners, Anthem Venture Partners",0.0,0.0,33.659541,-118.6681842
646,646,Panther Labs,1.4,1.4,1.4,12/2/2021,United States,San Francisco,Cybersecurity,"Innovation Endeavors, s28 Capital, Lightspeed Venture Partners",0.0,0.0,37.6403143,-123.173825
647,647,Salt Security,1.4,1.4,1.4,2/10/2022,United States,Palo Alto,Cybersecurity,"Y Combinator, S Capital, Tenaya Capital",0.0,0.0,37.2876789,-122.2026647
648,648,Tripledot,1.4,1.4,1.4,2/14/2022,United Kingdom,London,Mobile & telecommunications,"Lightspeed Venture Partners, Access Industries, Eldridge",0.0,0.0,51.2867601,-0.5103751
649,649,Nimble Rx,1.4,1.4,1.4,6/14/2022,United States,Redwood City,Health,"Sequoia Capital, Four Rivers Group, DAG Ventures",0.0,0.0,37.4471717,-122.2908234
650,650,Veepee,1.38,1.38,1.38,7/2/2007,France,La Plaine Saint-Denis,E-commerce & direct-to-consumer,"Summit Partners, Qatar Holding",0.0,0.0,48.8918584,2.3458756
651,651,Neon,1.38,1.38,1.38,2/14/2022,Brazil,Sao Paulo,Fintech,"Propel Venture Partners, Monashees+, BBVA",0.0,0.0,-24.0079003,-46.8262692
652,652,Movable Ink,1.36,1.36,1.36,4/28/2022,United States,New York,Internet software & services,"Contour Venture Partners, Intel Capital, Silver Lake",0.0,0.0,40.476578,-74.258843
653,653,DeepBlue Technology,1.35,1.35,1.35,4/16/2018,China,Shanghai,Artificial intelligence,"DESUN Capital, Yunfeng Capital, Meridian Capital",0.0,0.0,31.0723437,121.3091024
654,654,Klook,1.35,1.35,1.35,8/7/2018,Hong Kong,Central,Travel,"Sequoia Capital China, Goldman Sachs, Matrix Partners China",0.0,0.0,22.27799,114.15346
655,655,Alloy,1.35,1.55,1.55,9/30/2021,United States,New York,Fintech,"Bessemer Venture Partners, Eniac Ventures, Canapi Ventures",0.2,7.15,40.476578,-74.258843
656,656,Epirus,1.35,1.35,1.35,2/14/2022,United States,Hawthorne,Other,"8VC, Bedrock Capital, Broom Ventures",0.0,0.0,29.5530453,-82.1095123
657,657,Signifyd,1.34,1.34,1.34,4/15/2021,United States,San Jose,Fintech,"Menlo Ventures, Resolute Ventures, IA Ventures",0.0,0.0,37.1231596,-122.0460405
658,658,Jaguar Microsystems,1.34,1.34,1.34,6/23/2022,China,Shenzhen,Hardware,"Tencent Holdings, Glory Ventures, Shenzhen Capital Group",0.0,0.0,22.2875999,113.6793565
659,659,Motorway,1.33,1.33,1.33,11/29/2021,United Kingdom,London,E-commerce & direct-to-consumer,"Marchmont Ventures, BMW i Ventures, Index Ventures",0.0,0.0,51.2867601,-0.5103751
660,660,RIDI,1.33,1.33,1.33,1/24/2022,South Korea,Seoul,E-commerce & direct-to-consumer,"Atinum Investment, Company K Partners, GIC",0.0,0.0,37.4285424,126.7644328
661,661,Flipboard,1.32,1.32,1.32,7/22/2015,United States,Palo Alto,Internet software & services,"Kleiner Perkins Caufield & Byers, Comcast Ventures, Insight Partners",0.0,0.0,37.2876789,-122.2026647
662,662,GPclub,1.32,1.32,1.32,10/22/2018,South Korea,Seoul,Other,Goldman Sachs,0.0,0.0,37.4285424,126.7644328
663,663,Tongdun Technology,1.32,1.32,1.32,4/25/2019,China,Hangzhou,Cybersecurity,"Advantech Capital, Temasek Holdings Ltd., Tiantu Capital Co.",0.0,0.0,29.1888286,118.3396948
664,664,Athletic Greens,1.32,1.32,1.32,1/25/2022,United States,New York,Health,"SC.Holdings, Not Boring Capital, Bolt Ventures",0.0,0.0,40.476578,-74.258843
665,665,Unisound,1.31,1.31,1.31,7/19/2018,China,Beijing,Artificial intelligence,"Qiming Venture Partners, China Internet Investment Fund, Qualcomm Ventures",0.0,0.0,39.7457136,116.2312972
666,666,Alzheon,1.31,1.31,1.31,9/30/2020,United States,Framingham,Health,"ARCH Venture Partners, Ally Bridge Group",0.0,0.0,42.2572816,-71.4970461
667,667,HeartFlow,1.3,1.3,1.3,12/4/2017,United States,Redwood City,Health,"BlueCross BlueShield Venture Partners, US Venture Partners",0.0,0.0,37.4471717,-122.2908234
668,668,Shiprocket,1.3,1.3,1.23,8/16/2022,India,New Delhi,Internet,"Bertelsmann India Investments, March Capital Partners, Tribe Capital, Nirvana Venture Advisors",-0.07,-2.73,28.4812209,77.0503708
669,669,The Brandtech Group,1.3,1.3,1.3,11/19/2019,United States,New York,Other,Undisclosed,0.0,0.0,40.476578,-74.258843
670,670,Everly Health,1.3,1.3,1.3,12/3/2020,United States,Austin,Health,"Highland Capital Partners, Next Coast Ventures, SoGal Ventures",0.0,0.0,30.0985133,-97.9367663
671,671,Manner,1.3,1.3,1.3,12/24/2020,China,Shanghai,Other,"Coatue Management, H Capital, Capital Today",0.0,0.0,31.0723437,121.3091024
672,672,TalkingData,1.3,1.3,1.3,1/6/2021,China,Beijing,Mobile & telecommunications,"N5 Capital, CR Capital Mgmt, JD Digits",0.0,0.0,39.7457136,116.2312972
673,673,DistroKid,1.3,1.3,1.3,8/16/2021,United States,New York,Internet software & services,"Insight Partners, Silversmith Capital Partners, Spotify",0.0,0.0,40.476578,-74.258843
674,674,Konfio,1.3,1.3,1.3,9/29/2021,Mexico,Mexico City,Fintech,"Kaszek Ventures, QED Investors, International Finance Corporation",0.0,0.0,19.0487187,-99.3649242
675,675,Betterment,1.3,1.3,1.3,9/29/2021,United States,New York,Fintech,"Bessemer Venture Partners, Menlo Ventures, Anthermis",0.0,0.0,40.476578,-74.258843
676,676,YugaByte,1.3,1.3,1.3,10/28/2021,United States,Sunnyvale,Data management & analytics,"Lightspeed Venture Partners, Dell Technologies Capital, Wipro Ventures",0.0,0.0,37.3302233,-122.0651995
677,677,Lukka,1.3,1.3,1.3,1/14/2022,United States,New York,Fintech,"Liberty City Ventures, Soros Fund Management, Summer Capital",0.0,0.0,40.476578,-74.258843
678,678,TravelPerk,1.3,1.3,1.3,1/12/2022,Spain,Barcelona,Travel,"LocalGlobe, Kinnevik, Felix Capital",0.0,0.0,41.3170353,2.0524977
679,679,iTrustCapital,1.3,1.3,1.3,1/11/2022,United States,Long Beach,Fintech,"Left Lane Capital, Walden Venture Capital",0.0,0.0,33.6905847,-118.248966
680,680,Domestika,1.3,1.3,1.3,1/27/2022,United States,Berkeley,Internet software & services,"Zeev Ventures, GSV Ventures",0.0,0.0,37.835727,-122.3686793
681,681,CoinTracker,1.3,1.3,1.3,1/27/2022,United States,San Francisco,Fintech,"Initialized Capital, General Catalyst, Kraken Ventures",0.0,0.0,37.6403143,-123.173825
682,682,Loadsmart,1.3,1.3,1.3,2/1/2022,United States,New York,"Supply chain, logistics, & delivery","Chromo Invest, Maersk Growth, BlackRock",0.0,0.0,40.476578,-74.258843
683,683,TUNGEE,1.3,1.3,1.3,12/15/2021,China,Guangzhou,Artificial Intelligence,"UNITY VENTURES, Qiming Venture Partners, GGV Capital",0.0,0.0,22.5607979,112.9523727
684,684,LinkTree,1.3,1.3,1.3,3/16/2022,Australia,Melbourne,Internet software & services,"AirTree Ventures, Insight Partners, Index Ventures",0.0,0.0,-38.49937,144.44405
685,685,Island,1.3,1.3,1.5,3/23/2022,United States,Dallas,Internet software & services,"Insight Partners, Sequoia Capital, Stripes Group",0.2,7.42,32.613216,-97.000482
686,686,Clipboard Health,1.3,1.3,1.3,2/1/2022,United States,San Francisco,Internet software & services,"Caffeinated Capital, Initialized Capital, Y Combinator",0.0,0.0,37.6403143,-123.173825
687,687,Biofourmis,1.3,1.3,1.3,4/26/2022,United States,Boston,Health,"General Atlantic, CVS Health, MassMutual Ventures",0.0,0.0,42.2279112,-71.1912442
688,688,STORD,1.3,1.3,1.3,9/13/2021,United States,Atlanta,"Supply chain, logistics, & delivery","Dynamo VC, Susa Ventures, Founders Fund",0.0,0.0,33.647808,-84.551068
689,689,Optibus,1.3,1.3,1.3,5/16/2022,Israel,Tel Aviv,"Supply chain, logistics, & delivery","Bessemer Venture Partners, Insight Partners, Pitango Venture Capital",0.0,0.0,32.0293437,34.739131
690,690,Intercom,1.28,1.28,1.28,3/27/2018,United States,San Francisco,Internet software & services,"FirstMark Capital, Tiger Global Management",0.0,0.0,37.6403143,-123.173825
691,691,OVO Energy,1.28,1.28,1.28,2/14/2019,United Kingdom,Bristol,Other,"Mitsubishi Corporation, Mayfair Equity Partners",0.0,0.0,51.3972838,-2.7183704
692,692,Huisuanzhang,1.28,1.28,1.28,5/24/2021,China,Beijing,Fintech,"IDG Capital, Gaocheng Capital, Chuanrong Capital",0.0,0.0,39.7457136,116.2312972
693,693,WTOIP,1.27,1.27,1.27,4/8/2018,China,Guangzhou,Internet software & services,"Dark Horse Technology Group, Hopu Investment Management, Kefa Capital",0.0,0.0,22.5607979,112.9523727
694,694,Greater Bay Technology,1.26,1.26,1.26,4/2/2022,China,Guangzhou,Hardware,"Tencent Holdings, Utrust Venture Capital, GF Xinde Investment Management Co.",0.0,0.0,22.5607979,112.9523727
695,695,JMGO,1.26,1.26,1.26,3/15/2022,China,Shenzhen,Hardware,"IDG Capital, Yuanda Venture Investment, Primitive Forest Holdings Group",0.0,0.0,22.2875999,113.6793565
696,696,BigID,1.25,1.25,1.25,12/16/2020,United States,New York,Cybersecurity,"BOLDstart Ventures, SAP.iO Fund, Scale Venture Partners",0.0,0.0,40.476578,-74.258843
697,697,Kuaikan Manhua,1.25,1.25,1.25,12/1/2017,China,Beijing,Internet software & services,"Sequoia Capital China, CMC Capital Partners, Tencent Holdings",0.0,0.0,39.7457136,116.2312972
698,698,Marshmallow,1.25,1.25,1.25,9/8/2021,United Kingdom,London,Fintech,"Passion Capital, Hedosophia, Outrun Ventures",0.0,0.0,51.2867601,-0.5103751
699,699,Honor Technology,1.25,1.25,1.25,10/5/2021,United States,San Francisco,Internet software & services,"Andreessen Horowitz, Prosus Ventures, Thrive Capital",0.0,0.0,37.6403143,-123.173825
700,700,Mythical Games,1.25,1.25,1.0,11/4/2021,United States,Sherman Oaks,Internet software & services,"Javelin Venture Partners, Struck Capital, Alumni Ventures Group",-0.25,-10.56,29.1696977,-82.2759297
701,701,Incode Technologies,1.25,1.25,1.25,12/7/2021,United States,San Francisco,Cybersecurity,"Dila Capital, Framework Ventures, 3L",0.0,0.0,37.6403143,-123.173825
702,702,Tackle.io,1.25,1.25,1.25,12/21/2021,United States,Boise,Internet software & services,"Andreessen Horowitz, Bessemer Venture Partners, Coatue Management",0.0,0.0,43.509398,-116.3656818
703,703,Flipdish,1.25,1.25,1.25,1/13/2022,Ireland,Dublin,Internet software & services,"Tencent Holdings, Tiger Global Management, Global Founders Capital",0.0,0.0,53.2987342,-6.3870259
704,704,CaptivateIQ,1.25,1.25,1.25,1/26/2022,United States,San Francisco,Fintech,"Sequoia Capital, Y Combinator, Accel",0.0,0.0,37.6403143,-123.173825
705,705,Talos,1.25,1.25,1.25,5/10/2022,United States,New York,Fintech,"Castle Island Ventures, PayPal Ventures, Andreessen Horowitz",0.0,0.0,40.476578,-74.258843
706,706,airSlate,1.25,1.25,1.25,6/16/2022,United States,Brookline,Internet software & services,"G Squared, UiPath Ventures, General Catalyst",0.0,0.0,42.2945881,-71.1789351
707,707,ClassDojo,1.25,1.25,1.25,7/21/2022,United States,San Francisco,Edtech,"General Catalyst, Unkork Capital, Tencent Holdings",0.0,0.0,37.6403143,-123.173825
708,708,BrewDog,1.24,1.24,1.24,4/10/2017,United Kingdom,Aberdeen,Consumer & retail,"TSG Consumer Partners, Crowdcube",0.0,0.0,57.0761867,-2.3609399
709,709,Enflame,1.24,1.24,1.24,1/5/2021,China,Shanghai,Hardware,"Tencent Holdings, Delta Capital, Redpoint Ventures China",0.0,0.0,31.0723437,121.3091024
710,710,Shulan Health,1.24,1.24,1.24,3/1/2021,China,Hangzhou,Health,Qiming Venture Partners,0.0,0.0,29.1888286,118.3396948
711,711,Nexii,1.23,1.23,1.23,9/8/2021,Canada,Vancouver,Other,"Trane Technologies, Honeywell",0.0,0.0,49.1989306,-123.2249611
712,712,GalaxySpace,1.22,1.58,1.58,11/17/2020,China,Beijing,Mobile & telecommunications,"Shunwei Capital Partners, 5Y Capital, Legend Capital",0.36,13.8,39.7457136,116.2312972
713,713,Spiber,1.22,1.22,1.22,9/8/2021,Japan,Tsuruoka,Other,"Cool Japan Fund, JAFCO, The Carlyle Group",0.0,0.0,38.316778,139.1801276
714,714,Insider,1.22,2.0,2.0,2/28/2022,Turkey,Istanbul,Internet software & services,"Wamda Capital, Endeavor, Riverwood Capital",0.78,28.04,40.846381,28.8158715
715,715,Kallyope,1.22,1.22,1.22,2/15/2022,United States,New York,Health,"The Column Group, Alexandria Venture Investments, Lux Capital",0.0,0.0,40.476578,-74.258843
716,716,Zip,1.2,1.5,1.5,5/25/2022,United States,San Francisco,Fintech,"CRV, Tiger Global Management, Y Combinator",0.3,11.8,37.6403143,-123.173825
717,717,Yiguo,1.2,1.2,1.2,11/9/2016,China,Shanghai,"Supply chain, logistics, & delivery","Alibaba Group, KKR, Goldman Sachs",0.0,0.0,31.0723437,121.3091024
718,718,Glossier,1.65,1.65,1.65,3/19/2019,United States,New York,Consumer & retail,"Forerunner Ventures, Institutional Venture Partners, Thrive Capital",0.0,0.0,40.476578,-74.258843
719,719,Workhuman,1.2,1.2,1.2,6/23/2020,Ireland,Dublin,Internet software & services,ICG,0.0,0.0,53.2987342,-6.3870259
720,720,Qumulo,1.2,1.2,1.2,7/16/2020,United States,Seattle,Data management & analytics,"Madrona Venture Group, Kleiner Perkins Caufield & Byers, Highland Capital Partners",0.0,0.0,47.4810022,-122.459696
721,721,Tealium,1.2,1.2,1.2,2/3/2021,United States,San Diego,Internet software & services,"Georgian Partners, Silver Lake, Presidio Ventures",0.0,0.0,32.5347979,-117.3098161
